,CEO,Ticker,Sector,Quarter,Year,Date,CEOScore,AnalystScore,OtherExecScore,CEO_Word_Count,Analyst_Word_Count,OtherExec_Word_Count,CEO_Sent_Count,Analyst_Sent_Count,OtherExec_Sent_Count,CEO_Pos_Fin,CEO_Neg_Fin,CEO_Fin_Score1,CEO_Fin_Score2,Openness_Raw,Concientiousness_Raw,Extraversion_Raw,Agreeableness_Raw,Neuroticism_Raw,Openness_Percentile,Concientiousness_Percentile,Extraversion_Percentile,Agreeableness_Percentile,Neuroticism_Percentile,Next_Date,Time_Delta,twenty_ret,twentyfive_ret,thirty_ret,thirtyfive_ret,revenuegrowth,nopat,nopatmargin,investedcapital,investedcapitalturnover,investedcapitalincreasedecrease,freecashflow,netnonopex,netnonopobligations,ebit,depreciationandamortization,ebitda,capex,dfcfnwc,dfnwc,nwc,debt,ltdebtandcapleases,netdebt,totalcapital,bookvaluepershare,tangbookvaluepershare,marketcap,enterprisevalue,pricetobook,pricetotangiblebook,pricetorevenue,pricetoearnings,dividendyield,earningsyield,evtoinvestedcapital,evtorevenue,evtoebitda,evtoebit,evtonopat,evtoocf,evtofcff,ebitdagrowth,ebitgrowth,nopatgrowth,netincomegrowth,epsgrowth,ocfgrowth,fcffgrowth,investedcapitalgrowth,revenueqoqgrowth,ebitdaqoqgrowth,ebitqoqgrowth,nopatqoqgrowth,netincomeqoqgrowth,epsqoqgrowth,ocfqoqgrowth,fcffqoqgrowth,investedcapitalqoqgrowth,grossmargin,ebitdamargin,operatingmargin,ebitmargin,profitmargin,costofrevtorevenue,sgaextorevenue,rdextorevenue,opextorevenue,taxburdenpct,interestburdenpct,efftaxrate,assetturnover,arturnover,invturnover,faturnover,apturnover,dso,dio,dpo,ccc,finleverage,leverageratio,compoundleveragefactor,ltdebttoequity,debttoequity,roic,nnep,roicnnepspread,rnnoa,roe,croic,oroa,roa,noncontrollinginterestsharingratio,roce,divpayoutratio,augmentedpayoutratio,ocftocapex,stdebttocap,ltdebttocap,debttototalcapital,preferredtocap,noncontrolinttocap,commontocap,debttoebitda,netdebttoebitda,ltdebttoebitda,debttonopat,netdebttonopat,ltdebttonopat,altmanzscore,ebittointerestex,nopattointerestex,ebitlesscapextointerestex,nopatlesscapextointex,ocftointerestex,ocflesscapextointerestex,fcfftointerestex,currentratio,quickratio,dfcfnwctorev,dfnwctorev,nwctorev,normalizednopat,normalizednopatmargin,pretaxincomemargin,adjweightedavebasicsharesos,adjbasiceps,adjweightedavedilutedsharesos,adjdilutedeps,adjweightedavebasicdilutedsharesos,adjbasicdilutedeps,FFR_0,FFR_60,FFR_90,FFR_120,FFR_30,T10_0,T10_60,T10_90,T10_120,T10_30,Tax_Law
1083,Rory Read,AMD,Information Technology,Q2,2013,2013-07-18 19:56:00,0.165,0.149,0.156,2214,3011,2472,102,118,90,2,7,0.285714286,-0.555555556,0.817209025,0.669444534,0.575456885,0.680841756,0.556474952,0.984116341,0.812593813,0.708131129,0.061368429,0.943031437,2013-10-17 21:08:00,91.0,0.010025062656641612,-0.07268170426065164,-0.15288220551378454,-0.04010025062656645,-0.26744,-687277051.1,-0.147074,1289000000.0,3.503,-90000000.0,-597277051.1,162722948.9,930000000.0,-673000000.0,280000000.0,-393000000.0,-79000000.0,44000000.0,1012000000.0,1007000000.0,2047000000.0,2042000000.0,930000000.0,2406000000.0,0.4774,-0.3737,3068160000.0,3998160000.0,8.5464,nm,0.6566,nm,0.0,-0.277039,3.1018,0.8556,nm,nm,nm,nm,nm,-0.827907,-0.309339,-1.512352,-0.342812,-0.341176,-2.269504,-2.743295,-0.065265,-0.051168,-0.383803,-0.180702,-0.197347,-0.150203,-0.151515,-0.193333,-0.213978,0.010188,0.315429,-0.0841,-0.145517,-0.144019,-0.181896,0.684571,0.156431,0.269848,0.460946,1.010702,1.249629,-0.010702,1.0456,6.6096,4.1438,8.4274,3.2844,55.2226,88.0838,111.1316,32.1747,0.8076,6.0556,7.5672,5.688,5.7019,-0.5152,0.273025,-0.788225,-0.636561,-1.151762,-0.447734,-0.150593,-0.190199,0.0,-1.151762,0.0,0.0,nm,0.002078,0.848712,0.85079,0.0,0.0,0.14921,-5.2087,-2.3664,-5.1959,-2.9784,-1.3532,-2.9711,-0.8324,-3.8457,-3.9273,-3.3943,-3.4759,-4.0914,-3.64,-3.413,1.694,1.1289,0.009416,0.216563,0.215493,-375200000.0,-0.080291,-0.17997,752000000.0,nm,752000000.0,nm,740000000.0,nm,-0.010000000000000009,,-0.06,-0.06,-0.03,0.6100000000000001,,0.8300000000000001,0.6000000000000001,0.3599999999999999,0.0
1084,Rory Read,AMD,Information Technology,Q3,2013,2013-10-17 21:08:00,0.127,0.133,0.128,1765,2009,2430,74,112,115,2,6,0.333333333,-0.5,0.802736705,0.671347734,0.56285129,0.671857131,0.519899135,0.954870147,0.823374162,0.604667015,0.038414443,0.824308262,2014-01-21 19:47:00,95.0,-0.0084269662921349,-0.09269662921348316,0.02247191011235957,0.03651685393258424,-0.183451,-462606635.1,-0.095089,1302000000.0,3.4128,-247000000.0,-215606635.10000002,182393364.9,868000000.0,-461000000.0,272000000.0,-189000000.0,-153000000.0,122000000.0,1182000000.0,1177000000.0,2049000000.0,2044000000.0,868000000.0,2483000000.0,0.5681,-0.2631,2949040000.0,3817040000.0,6.795,nm,0.6062,nm,0.0,-0.218715,2.9317,0.7846,nm,nm,nm,nm,nm,0.601266,0.393421,0.139235,0.27283,0.268908,-4.37037,0.65527,-0.159458,0.041087,0.519084,0.315007,0.326899,0.241176,0.236842,0.364525,0.639017,0.010085,0.329496,-0.038849,-0.09332,-0.094758,-0.13258,0.670504,0.143474,0.250976,0.422816,1.018957,1.373102,-0.018957,1.0897,6.2532,3.916,9.3289,3.3821,58.37,93.2082,107.9223,43.6559,1.0035,6.2748,8.6159,4.7097,4.7212,-0.324522,0.255453,-0.579975,-0.582013,-0.906535,-0.15125,-0.103259,-0.144473,0.0,-0.906535,0.0,0.0,nm,0.002014,0.823198,0.825211,0.0,0.0,0.174789,-10.8413,-4.5926,-10.8148,-4.4292,-1.8763,-4.4184,-0.4961,-2.5899,-2.5989,-1.7303,-1.7394,-2.5562,-1.6966,-1.2113,1.668,1.097,0.025077,0.24296,0.241932,-234500000.0,-0.048201,-0.130113,757000000.0,nm,764000000.0,nm,800000000.0,nm,0.010000000000000009,,0.010000000000000009,0.0,0.020000000000000004,-0.22999999999999998,,0.10999999999999988,0.2799999999999998,-0.25,0.0
1085,Rory Read,AMD,Information Technology,Q4,2013,2014-01-21 19:47:00,0.163,0.127,0.128,1476,1279,2055,55,63,81,8,5,1.6,0.230769231,0.797864357,0.666254364,0.549986326,0.67704526,0.532460928,0.938392627,0.793634329,0.490883446,0.050618547,0.875903105,2014-07-17 22:41:00,177.0,-0.03166226912928763,-0.06596306068601583,-0.021108179419525086,0.0686015831134564,-0.022685,115527027.0,0.021802,1415000000.0,3.7688,18000000.0,97527027.0,198527027.0,871000000.0,103000000.0,261000000.0,364000000.0,-154000000.0,229000000.0,1326000000.0,1266000000.0,2058000000.0,1998000000.0,871000000.0,2602000000.0,0.7215,-0.1154,2850120000.0,3721120000.0,5.2392,nm,0.5379,nm,0.0,-0.029122,2.6298,0.7022,10.2229,36.1274,32.21,nm,38.1548,1.474576,1.098095,1.112545,0.929839,0.93125,0.56213,1.096609,0.012885,0.089209,2.925926,1.223427,1.249731,0.871318,0.873563,0.674725,1.452338,0.08679,0.373278,0.068692,0.019438,0.019438,-0.015663,0.626722,0.127194,0.226647,0.35384,1.121622,-0.718447,-0.121622,1.2712,7.249,4.5934,10.5558,4.1127,50.352,79.4625,88.7496,41.0648,1.5989,7.7052,-5.5358,3.6728,3.7831,0.082167,0.229511,-0.147344,-0.235587,-0.15342,0.069365,0.024709,-0.019911,0.0,-0.15342,0.0,0.0,nm,0.023059,0.767871,0.79093,0.0,0.0,0.20907,5.6538,2.3929,5.489,17.814,7.5394,17.2947,0.0861,0.5819,0.6527,1.452,1.5228,-0.8362,0.0339,0.551,1.7824,1.1922,0.043216,0.250236,0.238913,59500000.0,0.011229,-0.013965,754000000.0,nm,754000000.0,nm,754000000.0,nm,-0.01999999999999999,-0.01999999999999999,-0.009999999999999995,-0.01999999999999999,,-0.040000000000000036,0.10000000000000009,0.3400000000000003,0.1299999999999999,,0.0
1086,Joel Marcus,ARE,Real Estate,Q1,2012,2012-05-02 15:00:00,0.145,0.0,0.109,5073,0,1460,230,0,79,9,3,3.0,0.5,0.821410466,0.627293953,0.606382244,0.741618725,0.526197409,0.988664158,0.493524851,0.892689849,0.494182754,0.851673239,2012-07-31 22:04:00,90.0,-0.010039630118890424,-0.009379128137384517,-0.06803170409511236,-0.03038309114927341,0.175522,111061000.0,0.228048,6228489000.0,0.0819,559331000.0,-448270000.0,-24482000.0,2789487000.0,111061000.0,171774000.0,282835000.0,-20078000.0,,,,2789487000.0,2622487000.0,2672323000.0,6228489000.0,48.7706,48.7706,3596773139.1,6708328139.1,1.199,1.199,7.3854,37.4758,0.040187,0.026684,1.077,13.7746,23.7182,60.4022,60.4022,26.6017,nm,0.341048,0.556217,0.556217,-0.051231,-0.263889,0.145249,nm,0.098662,0.02873,0.013444,-0.052946,-0.052946,0.001108,-0.080925,0.021125,0.145171,0.002629,,0.58076,,0.228048,0.278318,,0.32243,,0.771952,1.220437,1.0,0.0,0.0767,,,0.0839,,,,,,0.8478,1.9727,1.9727,0.7626,0.8111,0.018669,-0.008969,0.027639,0.023433,0.042103,-0.075354,0.017488,0.021343,0.136088,0.036373,1.047431,1.047431,nm,0.026812,0.421047,0.447859,0.06101,0.00951,0.481621,9.8626,9.4483,9.2721,25.1167,24.0618,23.613,,2.4375,2.4375,2.8782,2.8782,5.5347,5.9754,-9.8385,,,,,,80971800.0,0.166264,0.228048,61507807.0,1.59,61507807.0,1.59,61507807.0,1.59,0.039999999999999994,,0.039999999999999994,0.07999999999999999,0.0,-0.030000000000000027,,0.09999999999999987,-0.010000000000000009,-0.26000000000000023,0.0
1087,Joel Marcus,ARE,Real Estate,Q2,2012,2012-07-31 22:04:00,0.132,0.0,0.108,6657,0,1694,302,0,77,10,7,1.428571429,0.176470588,0.816128297,0.614389661,0.563655729,0.720698856,0.504595615,0.98271998,0.384797342,0.611592908,0.294320019,0.745512363,2012-10-29 20:10:00,89.0,-0.015293003112735085,-0.008661523886858851,0.009879550683448424,-0.01258627689809185,0.101876,98015000.0,0.200881,6455345000.0,0.0783,446159000.0,-348144000.0,-28858000.0,2998760000.0,98015000.0,184542000.0,282557000.0,-21983000.0,,,,2998760000.0,2619760000.0,2875926000.0,6455345000.0,49.6956,49.6956,3555558248.4,6871548248.4,1.1787,1.1787,7.2871,40.5858,0.041143,0.024639,1.0645,14.0832,24.3192,70.1071,70.1071,24.5186,nm,0.069117,-0.165858,-0.165858,-0.330121,-0.527869,0.326544,nm,0.074246,0.001883,-0.000983,-0.117467,-0.117467,-0.063965,-0.09434,0.111358,0.223361,0.036422,,0.579099,,0.200881,0.260026,,0.324913,,0.799119,1.294424,1.0,0.0,0.074,,,0.0809,,,,,,0.8032,1.9074,1.9074,0.7579,0.8675,0.015727,-0.010395,0.026122,0.020982,0.036709,-0.055862,0.014868,0.019245,0.126869,0.032051,1.161886,1.161886,nm,0.058711,0.405828,0.464539,0.058866,0.009305,0.46729,10.6129,10.1782,9.2716,30.5949,29.3417,26.7282,,2.0891,2.0891,2.5576,2.5576,5.9734,6.4419,-7.4203,,,,,,72087400.0,0.147743,0.200881,60700000.0,1.44,60700000.0,1.44,60700000.0,1.44,0.04000000000000001,-0.03,-0.01999999999999999,-0.01999999999999999,,-0.15999999999999992,0.040000000000000036,-0.44999999999999996,-0.7100000000000002,,0.0
1088,Joel Marcus,ARE,Real Estate,Q3,2012,2012-10-29 20:10:00,0.185,0.147,0.124,4120,1437,617,164,64,22,2,3,0.666666667,-0.2,0.813355289,0.640096706,0.565533103,0.738144,0.495531137,0.978649401,0.60189882,0.627615488,0.45938364,0.691334258,2013-02-07 22:09:00,101.0,-0.007973800370212192,-0.027908301295742673,-0.007119464616260856,0.024633347572262418,0.059573,89372000.0,0.182428,6548764000.0,0.0775,458539000.0,-369167000.0,-22811000.0,3032144000.0,89372000.0,192575000.0,281947000.0,-38918000.0,,,,3032144000.0,2619144000.0,2892377000.0,6548764000.0,49.1356,49.1356,3734044600.0,7067151600.0,1.214,1.214,7.622,50.7412,0.041744,0.019708,1.0792,14.4256,25.0655,79.0757,79.0757,23.9989,nm,0.03116,-0.246861,-0.246861,-0.415503,-0.596667,0.204281,nm,0.075291,0.004052,-0.002159,-0.08818,-0.08818,-0.115785,-0.159722,0.050735,-0.060386,0.014472,,0.575517,,0.182428,0.228991,,0.330427,,0.817572,1.255237,1.0,0.0,0.073,,,0.0801,,,,,,0.8192,1.9317,1.9317,0.7448,0.8622,0.014142,-0.008016,0.022158,0.018152,0.032295,-0.058417,0.013319,0.016718,0.126338,0.028215,1.350909,1.350909,nm,0.063065,0.399945,0.46301,0.058026,0.009274,0.46969,10.7543,10.2586,9.2895,33.9272,32.3633,29.3061,,1.7969,1.7969,2.5794,2.5794,5.9207,6.7032,-7.4224,,,,,,64117900.0,0.130879,0.182428,62600000.0,1.21,62600000.0,1.21,62364000.0,1.21,0.08000000000000002,0.03,0.04000000000000001,,,0.07000000000000006,0.1100000000000001,0.22999999999999998,,,0.0
1089,Joel Marcus,ARE,Real Estate,Q4,2012,2013-02-07 22:09:00,0.134,0.122,0.104,3732,83,3599,167,5,155,4,4,1.0,0.0,0.812635335,0.640998597,0.564514707,0.731442712,0.522946314,0.977468759,0.609341045,0.618949346,0.393367365,0.837924669,2013-07-30 21:26:00,172.0,-0.001375137513751297,-0.015951595159515906,-0.015264026402640256,-0.025165016501650143,0.067397,94848000.0,0.187701,6685007000.0,0.0784,472850000.0,-378002000.0,-10680000.0,3181949000.0,94848000.0,199148000.0,293996000.0,-36179000.0,,,,3181949000.0,2615949000.0,3001031000.0,6685007000.0,49.3847,49.3847,3515532069.1,6957770069.1,1.1482,1.1482,6.9571,51.9818,0.045501,0.019237,1.0408,13.7692,23.6662,73.3571,73.3571,22.7726,nm,0.053436,-0.1912,-0.1912,-0.22058,-0.369942,0.237176,0.279168,0.076117,0.031457,0.042735,0.061272,0.061272,-0.059323,-0.099174,0.037541,-0.023932,0.020804,,0.58181,,0.187701,0.208837,,0.341879,,0.812299,1.112601,1.0,0.0,0.0736,,,0.0813,,,,,,0.8595,1.9787,1.9787,0.7468,0.9083,0.014708,-0.003583,0.018292,0.015721,0.030429,-0.058618,0.013822,0.015378,0.126794,0.026571,1.474168,1.474168,nm,0.084667,0.391316,0.475983,0.056844,0.009156,0.458018,10.8231,10.2077,8.8979,33.5479,31.6404,27.5804,,1.371,1.371,1.8939,1.8939,4.4162,4.9392,-5.4637,,,,,,69386100.0,0.137313,0.187701,62000000.0,1.09,62000000.0,1.09,62160000.0,1.09,-0.03,,-0.03,-0.03,-0.01999999999999999,0.3500000000000001,,0.3799999999999999,0.27,0.10000000000000009,0.0
1090,Joel Marcus,ARE,Real Estate,Q2,2013,2013-07-30 21:26:00,0.164,0.162,0.116,4242,2058,1768,177,99,66,2,6,0.333333333,-0.5,0.81367631,0.666510862,0.544465739,0.729959445,0.523745336,0.979158729,0.795199489,0.441736361,0.379093,0.841378234,2013-10-29 22:02:00,91.0,-0.014104778353483073,-0.011945883707541714,-0.08765112262521593,-0.07081174438687395,0.049231,109370000.0,0.213636,6958899000.0,0.0763,503554000.0,-394184000.0,-1316000.0,2959424000.0,109370000.0,196785000.0,306155000.0,-136089000.0,,,,2959424000.0,2959424000.0,2626305000.0,6958899000.0,53.0197,53.0197,3674413824.4,6742571824.4,1.0328,1.0328,7.1773,46.1778,0.052045,0.021655,0.9689,13.1705,22.0234,61.6492,61.6492,22.024,nm,0.083516,0.11585,0.11585,-0.127584,-0.138889,0.092372,-0.132244,0.078006,0.020494,0.019263,0.116225,0.116225,0.074726,0.078261,0.010089,-0.115594,0.041781,,0.598022,,0.213636,0.216206,,0.35485,,0.786364,1.012033,1.0,0.0,0.072,,,0.0809,,,,,,0.7991,1.9073,1.9073,0.74,0.74,0.016307,-0.000442,0.016748,0.013384,0.02969,-0.058771,0.015381,0.015567,0.118282,0.026178,1.512721,1.512721,nm,0.0,0.425272,0.425272,0.054606,0.008888,0.511233,9.6664,8.5784,9.6664,27.0588,24.013,27.0588,,1.2828,1.2828,2.8789,2.8789,3.5907,5.1869,-4.6233,,,,,,78386000.0,0.153114,0.213636,67100000.0,1.24,67100000.0,1.24,66973000.0,1.24,0.01999999999999999,0.0,-0.05000000000000002,-0.07,,0.10999999999999988,0.46999999999999975,0.97,0.7699999999999998,,0.0
1091,Joel Marcus,ARE,Real Estate,Q3,2013,2013-10-29 22:02:00,0.172,0.145,0.136,4531,1797,1427,218,116,78,5,3,1.666666667,0.25,0.814469151,0.648490852,0.550609067,0.737571091,0.508663419,0.980372742,0.669393532,0.496450112,0.453668642,0.768097101,2014-02-04 20:59:00,97.0,-0.0007500750075007075,-0.020852085208520863,-0.07230723072307221,-0.03390339033903377,0.078444,119365000.0,0.225928,6851817000.0,0.0789,303053000.0,-183688000.0,-5469000.0,2870843000.0,119365000.0,197713000.0,317078000.0,-101815000.0,,,,2870843000.0,2856843000.0,2786350000.0,6851817000.0,50.4135,50.4135,3773926300.0,7002222300.0,1.0664,1.0664,7.1431,40.3611,0.046317,0.024776,1.022,13.2535,22.0836,58.6623,58.6623,22.2704,nm,0.124601,0.335597,0.335597,0.112771,0.173554,0.067716,0.502426,0.046276,0.032007,0.035678,0.091387,0.091387,0.127821,0.145161,0.02702,0.534004,-0.015388,,0.600149,,0.225928,0.236279,,0.350433,,0.774072,1.045817,1.0,0.0,0.0738,,,0.0818,,,,,,0.7873,1.9104,1.9104,0.7176,0.7211,0.017815,-0.001853,0.019668,0.015485,0.0333,-0.027415,0.016667,0.017431,0.117728,0.029379,1.444422,1.444422,nm,0.002043,0.416947,0.41899,0.05546,0.009041,0.516509,9.0541,8.7876,9.0099,24.051,23.3431,23.9337,,1.4153,1.4153,2.6225,2.6225,3.728,4.9352,-2.178,,,,,,86384900.0,0.163505,0.225928,70200000.0,1.42,70200000.0,1.42,70900000.0,1.42,0.0,0.009999999999999995,-0.009999999999999995,-0.020000000000000004,,-0.11000000000000032,-0.25,-0.07000000000000028,0.029999999999999805,,0.0
1092,Joel S. Marcus,ARE,Real Estate,Q4,2013,2014-02-04 20:59:00,0.143,0.0,0.148,3495,0,2611,161,0,111,7,2,3.5,0.555555556,0.810298618,0.650973004,0.576684872,0.751007453,0.508892126,0.97325111,0.688448569,0.71750719,0.587681571,0.769332878,2014-05-06 15:00:00,90.0,0.0,0.01309981489392,0.024348568987612042,0.03702121600455637,0.114555,134525000.0,0.238859,7040002000.0,0.0821,354995000.0,-220470000.0,-5724000.0,3061061000.0,134525000.0,197927000.0,332452000.0,-153968000.0,,,,3061061000.0,2857061000.0,2975656000.0,7040002000.0,52.0116,52.0116,3681449937.0,7099257937.0,1.0409,1.0409,6.5367,33.8521,0.048209,0.02954,1.0084,12.6052,21.3542,52.7728,52.7728,22.7011,nm,0.130805,0.418322,0.418322,0.329022,0.46789,0.023546,0.416749,0.053103,0.065994,0.048486,0.127005,0.127005,0.123484,0.126761,-0.005381,-0.200242,0.027465,,0.590292,,0.238859,0.249022,,0.335652,,0.761141,1.04255,1.0,0.0,0.0767,,,0.0853,,,,,,0.8344,1.962,1.962,0.718,0.7693,0.019603,-0.001834,0.021437,0.017887,0.03749,-0.032127,0.018328,0.019108,0.118065,0.033064,1.390106,1.390106,nm,0.028977,0.405832,0.43481,0.053977,0.008828,0.502385,9.2075,8.9506,8.5939,22.7546,22.1197,21.2381,,1.9797,1.9797,4.2455,4.2455,4.6022,6.868,-3.2445,,,,,,95561900.0,0.169677,0.238859,68000000.0,1.6,68000000.0,1.6,68038000.0,1.6,-0.009999999999999995,-0.01999999999999999,-0.009999999999999995,-0.009999999999999995,,-0.36999999999999966,-0.23999999999999977,-0.029999999999999805,-0.009999999999999787,,0.0
1093,Joel Marcus,ARE,Real Estate,Q1,2014,2014-05-06 15:00:00,0.183,0.158,0.141,2449,2440,1568,124,110,59,3,2,1.5,0.2,0.797931404,0.666035834,0.595617489,0.765385984,0.527394574,0.9386476,0.792295274,0.841278413,0.720143447,0.856533442,2014-11-03 17:39:00,181.0,-0.0016023501134998603,0.0014688209373748089,0.033115235678995915,0.039791694485245076,0.172494,146036000.0,0.248277,7256286000.0,0.0844,576475000.0,-430439000.0,-4725000.0,3251781000.0,146036000.0,201632000.0,347668000.0,-73765000.0,,,,3251781000.0,2745781000.0,3146357000.0,7256286000.0,49.8275,49.8275,4433302314.5,8041428314.5,1.2514,1.2514,7.5371,37.249,0.043462,0.026846,1.1082,13.6713,23.1296,55.0647,55.0647,23.7389,nm,0.15747,0.490437,0.490437,0.463841,0.478261,0.117642,-0.218201,0.086301,0.044389,0.045769,0.085568,0.085568,0.074952,0.0625,0.083197,-0.95237,0.030722,,0.591072,,0.248277,0.25631,,0.333833,,0.751723,1.032355,1.0,0.0,0.0792,,,0.0884,,,,,,0.8582,1.9797,1.9797,0.6857,0.812,0.020958,-0.001468,0.022426,0.019246,0.040204,-0.061773,0.019672,0.020309,0.120463,0.035361,1.379588,1.379588,nm,0.069733,0.3784,0.448133,0.052368,0.011269,0.48823,9.3531,9.0499,7.8977,22.267,21.5451,18.8021,,2.1148,2.1148,3.183,3.183,4.9054,5.9736,-6.2333,,,,,,103619600.0,0.176164,0.248277,71100000.0,1.7,71100000.0,1.7,71073000.0,1.7,0.009999999999999995,0.009999999999999995,0.01999999999999999,0.009999999999999995,,-0.13000000000000034,-0.18999999999999995,-0.0900000000000003,-0.3700000000000001,,0.0
1094,Michael Morhaime,ATVI,Communication Services,Q4,2011,2012-02-09 21:10:00,0.252,0.08,0.166,243,727,1127,14,33,62,3,1,3.0,0.5,0.773426362,0.639865333,0.534976488,0.660476052,0.503209077,0.781119944,0.599983466,0.359715465,0.019907014,0.73755893,2012-11-07 20:20:00,271.0,-0.024148851939825928,-0.008709422011084813,0.005938242280284979,-0.029295328582739585,nm,1082554470.3,0.227667,0.0,14.1308,-673000000.0,1755554470.3,-2445529.7,0.0,1331000000.0,435000000.0,1766000000.0,72000000.0,-3525000000.0,0.0,0.0,0.0,0.0,-3525000000.0,0.0,nm,nm,13222500109.3,13222500109.3,nm,nm,2.7808,12.1866,0.014425,0.082057,nm,2.7808,7.4873,9.9343,12.2142,13.8892,7.5318,nm,nm,nm,nm,nm,-0.30814,nm,-1.0,-0.004397,0.909189,0.438919,0.267805,9.333333,0.095238,0.117371,-0.798857,nm,0.62734,0.371399,0.279285,0.279916,0.228181,0.37266,0.095899,0.132282,0.348055,0.815177,1.0,0.184823,0.4854,nm,nm,nm,nm,0.0,0.0,0.0,0.0,-0.3417,1.2913,1.2913,nm,nm,3.217101,-0.007268,3.224368,-0.054074,0.104856,5.217101,0.135872,0.110759,nm,nm,0.178802,0.81659,13.222222,nm,nm,nm,nm,nm,nm,0.0,0.0,0.0,0.0,0.0,0.0,3.916,nm,nm,nm,nm,nm,nm,nm,nm,nm,0.0,0.0,0.0,1102933884.3,0.231952,0.279916,1148000000.0,0.93,1156000000.0,0.92,1166700000.0,0.93,0.03,,,0.039999999999999994,0.03,0.0,,,-0.20000000000000018,0.040000000000000036,0.0
1095,Michael Morhaime,ATVI,Communication Services,Q3,2012,2012-11-07 20:20:00,0.196,0.114,0.18,277,1519,1742,15,56,77,4,1,4.0,0.6,0.801963968,0.658363259,0.556411637,0.705314371,0.510776163,0.952523098,0.742124117,0.54820809,0.176757079,0.77937178,2013-05-08 16:30:00,181.0,-0.043478260869565216,-0.07086956521739127,-0.06260869565217397,0.0,-0.059045,894000000.0,0.198932,7500000000.0,1.1984,7500000000.0,-6606000000.0,0.0,-3383000000.0,998000000.0,399000000.0,1397000000.0,71000000.0,-217000000.0,3147000000.0,3147000000.0,0.0,0.0,-3383000000.0,10883000000.0,9.7693,2.7855,11828949312.8,8445949312.8,1.0869,3.8121,2.6322,13.2315,0.016952,0.075577,1.1261,1.8794,6.0458,8.4629,9.4474,6.9286,nm,0.51027,0.078919,0.046984,7.514286,-0.083333,0.430751,-1.756885,nm,0.019741,0.043316,0.069668,0.097952,0.095588,0.1,0.068361,-0.032065,0.019714,0.617713,0.310859,0.220739,0.222074,0.198932,0.382287,0.11927,0.138407,0.396974,0.90121,0.993988,0.09879,0.7099,nm,nm,nm,nm,0.0,0.0,0.0,0.0,-0.3109,1.1634,1.1564,0.0,0.0,0.2384,0.0,0.2384,-0.074107,0.164293,-1.7616,0.157649,0.141221,0.0,0.164293,0.228188,0.768456,17.169014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0753,nm,nm,nm,nm,nm,nm,nm,3.0238,2.292,-0.048287,0.700267,0.700267,894000000.0,0.198932,0.220739,1109000000.0,0.79,1114000000.0,0.77,1130000000.0,0.79,0.010000000000000009,,0.03,-0.010000000000000009,,0.010000000000000009,,-0.010000000000000009,0.1499999999999999,,0.0
1096,Michael Morhaime,ATVI,Communication Services,Q1,2013,2013-05-08 16:30:00,0.126,0.067,0.145,466,832,1491,24,33,66,2,1,2.0,0.333333333,0.815892669,0.639246078,0.534131036,0.687598366,0.506649759,0.982401985,0.594845414,0.352653731,0.0848095,0.757058981,2013-08-01 20:20:00,85.0,0.007703081232493082,0.043417366946778786,-0.028011204481792618,0.05112044817927174,0.118356,1214628180.0,0.242538,6908000000.0,0.7205,-85000000.0,1299628180.0,-6371820.0,-4627000000.0,1533000000.0,382000000.0,1915000000.0,81000000.0,-714000000.0,3904000000.0,3904000000.0,0.0,0.0,-4627000000.0,11535000000.0,10.2991,3.3616,15571362341.3,10944362341.3,1.3499,4.1358,3.1093,12.753,0.026613,0.078413,1.5843,2.1854,5.7151,7.1392,9.0105,7.2145,8.4211,0.224425,0.309137,0.259534,0.263975,0.301205,0.562307,1.215575,-0.012155,0.031301,0.072228,0.05144,0.062217,0.062663,0.069307,0.127881,1.224441,-0.00375,0.657748,0.382388,0.304513,0.30611,0.24381,0.342252,0.109425,0.122804,0.353235,0.796477,1.0,0.203523,0.3822,29.4588,5.4499,34.899,9.3406,12.3902,66.9735,39.0767,40.2869,-0.3687,1.1901,1.1901,0.0,0.0,0.174754,0.001569,0.173185,-0.06386,0.110894,0.186983,0.116992,0.093181,0.0,0.110894,0.167076,0.211302,18.728395,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5584,nm,nm,nm,nm,nm,nm,nm,3.0558,2.5566,-0.142572,0.779553,0.779553,1214628180.0,0.242538,0.30611,1113000000.0,1.07,1120000000.0,1.08,1140000000.0,1.07,-0.03,,-0.010000000000000009,-0.03,-0.03,-0.25,,-0.17999999999999994,-0.07999999999999985,0.050000000000000044,0.0
